                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    333,                0.60221,                 1.0267,                 0.3794,                 0.9068,                 0.7001,                0.55098,                0.59924,                0.35314,                0.64372,                0.51287,                0.51924,                0.21135,                   1.64,                  3.026,                 1.3612,                 1.7711,              0.0067231,              0.0067231,              0.0067231
                    334,                0.59548,                 1.0205,                0.37496,                0.90186,                0.68279,                0.56971,                0.59626,                0.35245,                0.62355,                0.52028,                0.50757,                0.21316,                 1.6306,                 3.0236,                 1.3876,                 1.7579,              0.0067132,              0.0067132,              0.0067132
                    335,                0.59844,                 1.0179,                0.37564,                0.90846,                0.66505,                 0.5829,                0.60245,                0.35594,                 0.6029,                0.53141,                0.51797,                0.21589,                 1.6159,                  2.991,                 1.3596,                 1.7451,              0.0067033,              0.0067033,              0.0067033
                    336,                0.60463,                 1.0214,                0.37777,                0.90696,                0.67888,                0.58702,                  0.609,                0.35947,                0.62426,                0.53965,                0.51956,                0.21675,                 1.6059,                 3.0026,                 1.3464,                 1.7525,              0.0066934,              0.0066934,              0.0066934
                    337,                0.60291,                 1.0261,                0.37886,                0.90573,                0.64764,                 0.5849,                0.59934,                0.35708,                0.65573,                 0.5139,                0.52157,                0.21488,                  1.613,                 3.0048,                 1.3248,                 1.7752,              0.0066835,              0.0066835,              0.0066835
                    338,                0.60172,                 1.0131,                0.37773,                0.90434,                0.65654,                0.58908,                0.60471,                 0.3582,                0.61202,                0.53774,                0.53286,                0.21818,                 1.6055,                 2.9722,                 1.3147,                 1.7657,              0.0066736,              0.0066736,              0.0066736
                    339,                0.60585,                 1.0511,                0.37567,                0.90526,                0.68869,                0.58393,                0.60553,                0.35518,                0.65774,                0.52251,                0.52986,                0.21932,                 1.6022,                 2.9784,                 1.3112,                 1.7483,              0.0066637,              0.0066637,              0.0066637
                    340,                0.60233,                 1.0249,                0.37641,                0.90566,                0.69551,                0.57981,                0.60993,                0.35801,                0.65611,                0.51699,                0.52535,                0.21825,                  1.612,                 3.0143,                 1.3243,                 1.7626,              0.0066538,              0.0066538,              0.0066538
                    341,                0.60032,                 1.0098,                0.37581,                0.90514,                0.70582,                0.57078,                0.61469,                 0.3597,                0.63517,                0.53038,                0.53079,                0.22053,                 1.5923,                 2.9758,                 1.3097,                 1.7273,              0.0066439,              0.0066439,              0.0066439
                    342,                0.59851,                 1.0207,                0.37648,                0.90336,                0.72144,                0.57158,                0.62078,                0.36256,                0.63732,                 0.5242,                0.52962,                0.22328,                 1.5876,                 3.0099,                 1.2763,                 1.7395,               0.006634,               0.006634,               0.006634
                    343,                0.59945,                 1.0164,                0.37872,                0.90811,                0.73901,                0.55098,                0.61506,                0.36665,                0.64483,                0.52626,                0.53232,                0.22407,                 1.5956,                 3.0558,                 1.2631,                 1.7435,              0.0066241,              0.0066241,              0.0066241
                    344,                0.58773,                 1.0123,                0.37134,                0.90019,                0.67458,                0.57467,                0.60654,                0.36191,                0.60931,                0.54686,                0.53155,                 0.2225,                 1.6096,                 3.0131,                 1.2915,                 1.7597,              0.0066142,              0.0066142,              0.0066142
                    345,                0.60754,                 1.0201,                0.37745,                0.90507,                0.66604,                0.57055,                0.60252,                0.35859,                 0.6169,                0.53038,                0.52178,                0.22139,                 1.6234,                 2.9692,                 1.2821,                 1.7609,              0.0066043,              0.0066043,              0.0066043
                    346,                0.59289,                  1.016,                0.37606,                0.90178,                0.72964,                0.52935,                0.60467,                0.35658,                0.60624,                0.54377,                0.52851,                0.21782,                 1.6402,                 2.9865,                 1.3136,                 1.7553,              0.0065944,              0.0065944,              0.0065944
                    347,                0.59689,                 1.0174,                 0.3722,                0.90273,                0.67089,                0.55201,                0.60094,                0.35485,                0.65608,                0.50294,                0.52902,                0.22007,                 1.6381,                  3.011,                 1.3289,                 1.7694,              0.0065845,              0.0065845,              0.0065845
                    348,                0.59566,                 1.0062,                 0.3727,                0.90208,                0.67407,                0.55613,                0.60129,                0.35263,                0.63144,                0.52755,                0.53337,                0.21787,                 1.6252,                 3.0311,                 1.3187,                 1.7638,              0.0065746,              0.0065746,              0.0065746
                    349,                0.58988,                0.99436,                 0.3708,                0.90002,                0.65159,                0.58702,                0.59841,                0.35079,                0.61621,                0.54567,                0.53068,                0.21616,                 1.6321,                 3.0758,                 1.3478,                 1.7726,              0.0065647,              0.0065647,              0.0065647
                    350,                0.58952,                 0.9957,                0.36931,                0.90365,                0.63426,                0.58187,                 0.5973,                0.35136,                0.67376,                0.49949,                0.53167,                0.21437,                 1.6189,                 3.0904,                  1.338,                 1.7708,              0.0065548,              0.0065548,              0.0065548
                    351,                0.58652,                 1.0047,                0.37042,                0.90063,                0.65568,                0.58805,                0.59965,                0.35217,                0.61955,                0.54583,                 0.5248,                0.21641,                 1.6153,                  3.076,                 1.3311,                 1.7545,              0.0065449,              0.0065449,              0.0065449
                    352,                0.59162,                 1.0012,                0.36911,                0.89982,                0.64012,                0.58187,                0.59502,                0.35239,                0.61107,                0.54583,                0.52711,                0.21354,                 1.6056,                 3.0804,                 1.3438,                 1.7492,               0.006535,               0.006535,               0.006535
                    353,                0.59835,                 1.0249,                0.37457,                0.90208,                 0.6641,                0.57827,                0.59353,                0.34709,                0.61572,                0.53347,                0.51688,                0.21321,                 1.5992,                 3.0698,                  1.347,                 1.7503,              0.0065251,              0.0065251,              0.0065251
                    354,                0.59465,                 1.0029,                0.37168,                0.90314,                0.69087,                0.54892,                 0.5926,                0.34369,                0.62171,                0.52214,                 0.5241,                0.21009,                 1.6138,                 3.0433,                 1.3573,                 1.7606,              0.0065152,              0.0065152,              0.0065152
                    355,                0.59135,                 1.0048,                0.36755,                0.90408,                0.63544,                0.59957,                0.60635,                0.35597,                0.60473,                 0.5654,                0.54752,                0.22023,                 1.6042,                 3.0144,                 1.3316,                 1.7605,              0.0065053,              0.0065053,              0.0065053
                    356,                 0.5875,                0.99966,                0.36866,                0.90068,                0.67929,                0.56025,                0.60523,                0.35824,                0.63491,                0.54171,                0.54484,                0.21871,                 1.6004,                 2.9945,                 1.3016,                 1.7515,              0.0064954,              0.0064954,              0.0064954
                    357,                0.57872,                0.98941,                 0.3649,                0.89868,                0.68703,                0.55388,                0.60645,                0.35566,                0.62668,                0.53244,                0.54426,                  0.219,                 1.6253,                 2.9994,                 1.2812,                 1.7805,              0.0064855,              0.0064855,              0.0064855
                    358,                0.59284,                 1.0065,                  0.369,                0.90197,                0.70759,                0.53831,                0.59248,                0.34429,                0.64078,                0.51493,                  0.518,                0.21111,                 1.6404,                 3.0106,                 1.3237,                 1.7873,              0.0064756,              0.0064756,              0.0064756
                    359,                0.59055,                 1.0077,                0.36906,                0.90001,                0.70202,                0.53759,                 0.5884,                0.34592,                0.65739,                 0.5036,                0.51831,                0.21515,                 1.6386,                  3.032,                 1.3367,                 1.7917,              0.0064657,              0.0064657,              0.0064657
                    360,                0.58573,                0.99095,                0.36516,                0.90001,                 0.6807,                0.54583,                  0.595,                0.34983,                0.63782,                0.51144,                0.51651,                0.21596,                 1.6266,                 3.0629,                 1.3665,                 1.7668,              0.0064558,              0.0064558,              0.0064558
                    361,                0.58669,                 1.0045,                0.36728,                0.90026,                0.64619,                0.58121,                0.60371,                0.35366,                0.59884,                0.53862,                0.52879,                0.22028,                  1.628,                  3.105,                 1.3345,                 1.7709,              0.0064459,              0.0064459,              0.0064459
                    362,                 0.5851,                0.99069,                0.36934,                0.90044,                0.64777,                0.58908,                0.60831,                0.35771,                0.61259,                0.52935,                0.52708,                0.22131,                 1.6193,                 3.1002,                 1.3116,                 1.7779,               0.006436,               0.006436,               0.006436
                    363,                  0.585,                0.98672,                0.36678,                0.89884,                0.69109,                0.55201,                 0.5978,                0.35564,                 0.6429,                0.51543,                0.53077,                0.21732,                 1.6195,                 3.1088,                  1.318,                 1.7791,              0.0064261,              0.0064261,              0.0064261
                    364,                0.58192,                0.98971,                0.36563,                 0.8976,                0.67403,                0.56645,                 0.6029,                 0.3556,                0.62077,                0.54068,                0.52977,                0.21801,                 1.6193,                 3.1227,                 1.3003,                 1.7823,              0.0064162,              0.0064162,              0.0064162
                    365,                0.57696,                0.98866,                0.36538,                0.89855,                0.67739,                0.56439,                0.60132,                 0.3583,                0.63975,                0.53244,                0.53118,                0.21819,                 1.6156,                 3.0896,                 1.2999,                 1.7729,              0.0064063,              0.0064063,              0.0064063
                    366,                 0.5821,                0.98887,                0.36534,                0.89862,                0.64597,                0.59217,                0.60216,                0.36072,                0.61671,                0.55345,                 0.5336,                0.21846,                 1.6284,                 3.0718,                 1.3259,                 1.7866,              0.0063964,              0.0063964,              0.0063964
                    367,                 0.5897,                0.99219,                0.36904,                0.90136,                0.64015,                0.59011,                 0.5984,                0.35465,                0.65559,                0.52733,                0.53675,                0.21689,                 1.6057,                  3.049,                  1.312,                 1.7572,              0.0063865,              0.0063865,              0.0063865
                    368,                0.58301,                0.99373,                0.36823,                0.89743,                0.69345,                0.54789,                0.59067,                0.35201,                0.66186,                0.52523,                 0.5325,                0.21464,                  1.604,                 3.0452,                 1.3453,                 1.7548,              0.0063766,              0.0063766,              0.0063766
                    369,                0.58057,                0.97685,                0.36442,                0.89822,                0.68685,                0.55201,                0.58664,                0.34696,                0.65654,                0.50791,                0.52234,                0.21125,                  1.603,                 3.0302,                 1.3443,                 1.7499,              0.0063667,              0.0063667,              0.0063667
                    370,                0.58007,                0.97323,                0.36384,                0.89857,                0.69396,                0.54892,                0.58429,                0.34765,                 0.6459,                0.51184,                0.51939,                0.21115,                  1.618,                 3.0286,                 1.3576,                 1.7759,              0.0063568,              0.0063568,              0.0063568
                    371,                0.58102,                0.98102,                0.36613,                0.89584,                0.67413,                0.57775,                0.59244,                0.35136,                0.62871,                0.53553,                0.51957,                0.21184,                 1.6125,                 3.0639,                 1.3563,                 1.7553,              0.0063469,              0.0063469,              0.0063469
                    372,                0.58177,                0.99226,                0.36663,                0.89723,                0.66133,                0.57314,                0.59473,                0.35389,                0.65495,                0.50566,                0.52713,                0.21578,                 1.5998,                 3.0706,                 1.3656,                 1.7223,               0.006337,               0.006337,               0.006337
                    373,                0.57774,                0.98624,                0.36412,                0.89639,                0.69371,                0.55515,                 0.5943,                0.35421,                0.63519,                0.50978,                0.52067,                0.21734,                 1.5934,                 3.1101,                 1.3664,                 1.7226,              0.0063271,              0.0063271,              0.0063271
                    374,                0.58312,                0.98404,                0.36638,                0.89558,                0.70258,                0.54583,                0.60166,                0.35939,                0.65642,                0.50978,                0.52977,                0.21824,                 1.5973,                 3.1083,                 1.3493,                 1.7348,              0.0063172,              0.0063172,              0.0063172
                    375,                0.57407,                0.97257,                0.36356,                0.89522,                0.70111,                0.54377,                0.60366,                0.35963,                0.65985,                0.50772,                0.53462,                0.21914,                  1.596,                  3.118,                 1.3336,                 1.7421,              0.0063073,              0.0063073,              0.0063073
                    376,                0.58495,                0.98773,                0.36834,                0.90064,                0.64233,                0.59925,                0.60344,                0.35929,                0.60046,                0.54995,                0.53277,                0.21858,                 1.6058,                 3.1018,                 1.3269,                 1.7454,              0.0062974,              0.0062974,              0.0062974
                    377,                0.57399,                0.97414,                0.36277,                 0.8957,                0.66009,                0.57775,                 0.6034,                0.35976,                0.63234,                0.52785,                 0.5394,                0.22016,                  1.611,                 3.0709,                 1.3467,                 1.7389,              0.0062875,              0.0062875,              0.0062875
                    378,                0.57869,                0.99547,                0.36578,                0.90281,                0.69908,                0.56231,                0.60929,                0.36147,                0.62279,                0.52729,                0.53271,                0.22234,                 1.6051,                 3.1029,                 1.3495,                 1.7317,              0.0062776,              0.0062776,              0.0062776
                    379,                0.57495,                0.97705,                0.36145,                  0.893,                0.72418,                0.54349,                0.60659,                 0.3644,                0.67723,                 0.5078,                0.53617,                0.22466,                 1.6045,                 3.0844,                 1.3592,                 1.7306,              0.0062677,              0.0062677,              0.0062677
                    380,                0.57459,                0.96509,                 0.3617,                0.89285,                0.67838,                0.57467,                0.61734,                0.36734,                0.64049,                0.53347,                0.54205,                0.22533,                 1.6083,                 3.0996,                 1.3356,                 1.7535,              0.0062578,              0.0062578,              0.0062578
                    381,                0.57854,                0.98255,                0.36285,                0.89501,                0.68208,                0.57226,                0.61648,                0.36663,                0.67307,                 0.5139,                 0.5457,                0.22421,                 1.6049,                 3.1084,                 1.3373,                 1.7442,              0.0062479,              0.0062479,              0.0062479
                    382,                0.57933,                0.98173,                0.36312,                0.90063,                0.65537,                0.58362,                0.60528,                0.36524,                0.66914,                0.51447,                 0.5411,                0.22459,                 1.6013,                 3.0879,                 1.3599,                 1.7374,               0.006238,               0.006238,               0.006238
                    383,                0.57325,                0.96622,                0.35968,                0.89688,                 0.6834,                0.55716,                0.60749,                0.36486,                0.65435,                0.53347,                0.55214,                0.22562,                 1.6049,                 3.1028,                 1.3521,                 1.7599,              0.0062281,              0.0062281,              0.0062281
                    384,                0.58378,                0.97644,                 0.3652,                0.89808,                0.71661,                0.54892,                0.59887,                 0.3626,                0.68497,                0.52623,                 0.5438,                0.22373,                 1.6029,                 3.1113,                 1.3364,                 1.7582,              0.0062182,              0.0062182,              0.0062182
                    385,                0.57428,                0.97514,                0.36112,                0.89667,                0.70009,                0.56643,                0.61009,                0.36758,                0.66997,                0.54274,                0.55394,                0.22857,                  1.588,                 3.1254,                 1.3203,                  1.744,              0.0062083,              0.0062083,              0.0062083
                    386,                0.57683,                0.98813,                0.35882,                0.89855,                 0.6652,                 0.5893,                0.60301,                0.36031,                0.67912,                0.52111,                 0.5454,                0.22285,                 1.5855,                 3.1302,                  1.321,                  1.751,              0.0061984,              0.0061984,              0.0061984
                    387,                0.56843,                0.95468,                0.35899,                0.89136,                0.69979,                0.56437,                0.60466,                0.35693,                0.64564,                0.52111,                0.52741,                0.21751,                  1.597,                 3.0844,                 1.3034,                 1.7618,              0.0061885,              0.0061885,              0.0061885
                    388,                0.56949,                0.96854,                 0.3566,                 0.8963,                0.67702,                0.56952,                0.60118,                0.35787,                0.63777,                0.53038,                0.53366,                0.21857,                 1.6076,                   3.09,                 1.3094,                 1.7602,              0.0061786,              0.0061786,              0.0061786
                    389,                0.57621,                0.97656,                0.36291,                0.89755,                0.68606,                0.56489,                0.60176,                0.35636,                0.65838,                0.52111,                0.53337,                0.21777,                 1.5952,                  3.089,                  1.282,                 1.7455,              0.0061687,              0.0061687,              0.0061687
                    390,                0.57316,                0.98288,                 0.3602,                0.89694,                0.69169,                0.57158,                0.60787,                0.36175,                0.65253,                 0.5345,                 0.5441,                0.22437,                 1.5943,                 3.0686,                 1.2802,                  1.747,              0.0061588,              0.0061588,              0.0061588
                    391,                 0.5708,                0.98225,                0.35904,                0.89498,                0.67089,                0.57673,                 0.6118,                 0.3647,                0.67047,                 0.5139,                0.54569,                0.22622,                 1.5949,                  3.072,                 1.2777,                 1.7352,              0.0061489,              0.0061489,              0.0061489
                    392,                0.56808,                0.96954,                0.35721,                0.89541,                0.70412,                0.56437,                0.60976,                0.36182,                0.67577,                0.50871,                0.53494,                0.22321,                 1.5932,                 3.0665,                 1.2903,                 1.7366,               0.006139,               0.006139,               0.006139
                    393,                0.56594,                0.96981,                0.35707,                0.89155,                0.72091,                0.56952,                0.60566,                 0.3577,                 0.6657,                0.52008,                   0.53,                0.22048,                  1.611,                 3.0594,                 1.3198,                 1.7582,              0.0061291,              0.0061291,              0.0061291
                    394,                0.57733,                 0.9689,                0.36198,                0.89602,                0.68357,                0.57261,                 0.5989,                 0.3585,                0.63586,                0.53244,                0.52636,                0.21878,                  1.602,                 3.0536,                 1.3132,                 1.7682,              0.0061192,              0.0061192,              0.0061192
                    395,                0.57342,                0.96919,                0.36195,                 0.9011,                0.68546,                0.57903,                0.60602,                0.36139,                0.63983,                0.53787,                0.53815,                0.22311,                 1.5951,                 3.0774,                 1.3167,                   1.76,              0.0061093,              0.0061093,              0.0061093
                    396,                0.56926,                0.96391,                0.35464,                0.89492,                0.67608,                0.57364,                0.60441,                0.36266,                0.62753,                0.53244,                0.53618,                0.22423,                 1.5893,                 3.1058,                 1.3119,                 1.7531,              0.0060994,              0.0060994,              0.0060994
                    397,                0.56772,                0.96315,                0.35569,                0.89749,                0.67767,                0.57055,                0.60189,                 0.3597,                0.64461,                0.53051,                0.53722,                0.22438,                 1.5904,                 3.0907,                   1.34,                 1.7492,              0.0060895,              0.0060895,              0.0060895
                    398,                0.57246,                0.97731,                0.35606,                0.89329,                0.69834,                0.56025,                0.60439,                0.36523,                0.65515,                0.52632,                0.54016,                0.22704,                 1.5986,                 3.0801,                 1.3339,                 1.7588,              0.0060796,              0.0060796,              0.0060796
                    399,                0.56374,                0.95192,                0.35541,                0.89333,                 0.7196,                0.55098,                0.60618,                0.36354,                0.65503,                0.52214,                0.53493,                0.22716,                 1.6022,                 3.0691,                 1.3278,                 1.7698,              0.0060697,              0.0060697,              0.0060697
                    400,                0.56581,                0.96801,                 0.3553,                0.89437,                 0.7381,                0.54275,                0.60401,                0.36327,                0.63686,                0.54068,                0.53702,                0.22632,                 1.6116,                 3.0864,                 1.3164,                 1.7766,              0.0060598,              0.0060598,              0.0060598
                    401,                 0.5733,                0.97329,                0.35874,                0.89115,                 0.7159,                 0.5551,                0.60181,                 0.3591,                0.66134,                0.52111,                0.53266,                0.22229,                 1.6083,                 3.1011,                  1.333,                 1.7688,              0.0060499,              0.0060499,              0.0060499
                    402,                0.57131,                0.96761,                 0.3569,                0.89437,                 0.7233,                0.54892,                0.60089,                0.36115,                0.66884,                 0.5139,                0.53265,                0.22199,                 1.6085,                 3.1236,                 1.3356,                 1.7636,                0.00604,                0.00604,                0.00604
                    403,                0.56288,                 0.9538,                 0.3583,                0.89353,                0.71152,                0.54892,                0.59729,                0.35785,                0.65785,                0.50772,                0.52134,                0.21851,                 1.6194,                  3.158,                 1.3345,                    1.8,              0.0060301,              0.0060301,              0.0060301
                    404,                0.57175,                0.96853,                0.35904,                0.89628,                0.70242,                0.55201,                0.59884,                0.36074,                0.65617,                0.51184,                0.52893,                0.22241,                 1.5985,                 3.1458,                 1.3028,                 1.7817,              0.0060202,              0.0060202,              0.0060202
                    405,                0.55943,                0.95412,                0.35491,                0.89237,                0.69473,                0.55547,                0.59875,                0.35968,                0.64979,                0.51593,                0.53635,                0.22117,                 1.5986,                 3.1681,                 1.3109,                 1.7759,              0.0060103,              0.0060103,              0.0060103
                    406,                0.56172,                0.95948,                0.35392,                0.89411,                  0.694,                 0.5654,                0.60856,                0.36491,                0.64763,                0.53038,                0.54707,                0.22502,                 1.5896,                 3.1244,                 1.3281,                 1.7595,              0.0060004,              0.0060004,              0.0060004
                    407,                0.56439,                0.96794,                0.35715,                0.89158,                0.69902,                0.57158,                0.61464,                0.36796,                0.66375,                0.52935,                0.54992,                0.22568,                 1.5906,                 3.1439,                 1.3118,                 1.7591,              0.0059905,              0.0059905,              0.0059905
                    408,                0.56749,                0.95499,                0.35539,                0.89265,                0.70758,                0.56817,                0.61366,                0.36723,                 0.6643,                0.53191,                0.54784,                0.22562,                 1.6069,                 3.1494,                 1.3199,                  1.777,              0.0059806,              0.0059806,              0.0059806
                    409,                0.56529,                0.95869,                 0.3535,                0.89327,                0.69944,                0.56643,                0.61287,                0.36631,                0.65875,                0.53347,                0.54842,                0.22607,                 1.6029,                 3.1398,                 1.3518,                   1.77,              0.0059707,              0.0059707,              0.0059707
                    410,                0.56525,                0.97277,                0.35781,                0.89485,                0.70494,                0.56334,                0.61311,                0.36499,                0.63828,                0.53974,                0.54071,                0.22312,                 1.5883,                 3.0993,                  1.355,                 1.7456,              0.0059608,              0.0059608,              0.0059608
                    411,                0.55801,                0.96008,                0.35402,                0.89191,                0.68064,                0.56231,                0.60037,                0.36235,                0.63063,                0.53244,                0.53906,                0.22176,                 1.6036,                 3.1224,                 1.3367,                 1.7696,              0.0059509,              0.0059509,              0.0059509
                    412,                0.56478,                0.95986,                0.35452,                 0.8931,                 0.6927,                0.55304,                0.60383,                 0.3632,                 0.6355,                0.53347,                0.53753,                0.21973,                 1.5978,                 3.1449,                 1.3517,                 1.7561,               0.005941,               0.005941,               0.005941
                    413,                0.55612,                0.95086,                0.34879,                0.89024,                0.69309,                0.55119,                 0.6074,                0.36493,                0.64955,                0.52302,                0.54195,                0.22182,                 1.6158,                 3.1755,                 1.3337,                  1.791,              0.0059311,              0.0059311,              0.0059311
                    414,                0.55836,                0.95391,                0.35204,                0.89165,                0.72622,                0.53862,                0.60076,                0.36092,                0.67058,                0.49743,                0.52903,                0.21886,                 1.6285,                 3.1827,                 1.3186,                 1.8134,              0.0059212,              0.0059212,              0.0059212
                    415,                0.55864,                0.95146,                0.35131,                 0.8908,                0.67927,                0.57467,                0.60013,                0.36201,                0.64803,                0.52626,                0.53244,                0.22122,                 1.6286,                 3.2031,                 1.3105,                 1.8157,              0.0059113,              0.0059113,              0.0059113
                    416,                0.56292,                0.94786,                0.35209,                0.88868,                0.70422,                0.56746,                0.60426,                0.36258,                0.64599,                0.52431,                 0.5303,                0.22067,                 1.6187,                 3.1718,                  1.287,                 1.8131,              0.0059014,              0.0059014,              0.0059014
                    417,                0.55849,                0.95056,                0.35338,                0.89087,                0.69237,                0.57775,                0.60734,                0.36636,                0.64166,                0.52832,                0.53413,                 0.2225,                 1.6013,                 3.1526,                 1.3054,                 1.7871,              0.0058915,              0.0058915,              0.0058915
                    418,                0.56466,                0.95398,                0.35486,                0.89487,                0.69015,                0.56888,                0.60667,                0.36367,                0.67466,                0.50875,                0.52995,                0.22195,                 1.5924,                 3.1223,                 1.3092,                 1.7736,              0.0058816,              0.0058816,              0.0058816
                    419,                0.56021,                0.95278,                0.35219,                0.89329,                0.68153,                0.57965,                0.60802,                0.36599,                0.64868,                0.51531,                0.52746,                0.22094,                  1.594,                 3.0926,                 1.3283,                 1.7728,              0.0058717,              0.0058717,              0.0058717
                    420,                0.55563,                0.94629,                0.34928,                0.89032,                0.70945,                0.56437,                0.61191,                0.36328,                0.66273,                0.51604,                0.53173,                 0.2207,                  1.599,                 3.1216,                 1.3386,                 1.7899,              0.0058618,              0.0058618,              0.0058618
                    421,                0.55875,                0.95419,                0.35228,                 0.8904,                0.73912,                0.54686,                0.60508,                0.36267,                0.67237,                0.49743,                 0.5171,                0.21724,                 1.6045,                 3.1186,                 1.3447,                 1.7927,              0.0058519,              0.0058519,              0.0058519
                    422,                0.55516,                0.94646,                0.34892,                0.89262,                0.72162,                0.55098,                0.60669,                0.36337,                0.64951,                0.49846,                0.51625,                0.21742,                   1.62,                 3.1398,                 1.3422,                 1.8174,               0.005842,               0.005842,               0.005842
                    423,                0.56163,                0.94129,                0.35359,                0.89267,                0.73471,                0.53965,                0.60473,                0.36295,                0.66638,                0.49331,                0.52809,                0.21853,                 1.6213,                 3.1518,                 1.3226,                 1.8252,              0.0058321,              0.0058321,              0.0058321
                    424,                0.56037,                0.95862,                0.35248,                0.89303,                0.68101,                0.56952,                 0.6079,                0.36185,                0.66989,                0.49022,                0.52897,                0.22029,                 1.6161,                 3.1824,                 1.2912,                 1.8132,              0.0058222,              0.0058222,              0.0058222
                    425,                0.55914,                0.95365,                0.35362,                0.89339,                0.68182,                 0.5757,                0.60823,                 0.3602,                0.61945,                0.52303,                0.52834,                0.21947,                 1.6011,                 3.2126,                 1.2924,                 1.7931,              0.0058123,              0.0058123,              0.0058123
                    426,                0.55808,                0.94287,                0.35326,                0.89329,                0.68317,                0.56404,                0.60274,                0.35863,                0.61877,                0.51483,                0.51634,                0.21755,                 1.6068,                 3.1779,                 1.3226,                 1.7948,              0.0058024,              0.0058024,              0.0058024
